date,1. open,2. high,3. low,4. close,5. volume
2018-04-26 11:43:00,313.39,313.5199,313.27,313.27,8011.0
2018-04-26 11:44:00,313.2709,313.31,313.09,313.23,12355.0
2018-04-26 11:45:00,313.1,313.479,313.01,313.3,10219.0
2018-04-26 11:46:00,313.29,313.823,313.24,313.71,22019.0
2018-04-26 11:47:00,313.744,313.92,313.5,313.8717,10782.0
2018-04-26 11:48:00,313.828,313.83,313.23,313.23,6799.0
2018-04-26 11:49:00,313.32,313.75,313.26,313.5795,5753.0
2018-04-26 11:50:00,313.6378,313.6378,313.325,313.4516,9938.0
2018-04-26 11:51:00,313.36,313.74,313.36,313.5,4270.0
2018-04-26 11:52:00,313.4235,313.6,313.23,313.32,5399.0
2018-04-26 11:53:00,313.23,313.45,313.0,313.02,14987.0
2018-04-26 11:54:00,313.0415,313.2984,313.0415,313.139,9007.0
2018-04-26 11:55:00,313.08,313.38,313.01,313.34,9018.0
2018-04-26 11:56:00,313.2548,313.6973,313.2548,313.4,7595.0
2018-04-26 11:57:00,313.4287,314.06,313.35,313.73,12394.0
2018-04-26 11:58:00,313.73,313.855,313.63,313.72,7898.0
2018-04-26 11:59:00,313.725,313.98,313.5,313.678,10251.0
2018-04-26 12:00:00,313.54,314.25,313.52,314.06,11973.0
2018-04-26 12:01:00,314.13,314.375,313.99,314.001,9628.0
2018-04-26 12:02:00,314.13,314.34,313.93,314.34,7148.0
2018-04-26 12:03:00,314.37,314.54,314.31,314.31,11006.0
2018-04-26 12:04:00,314.405,314.405,314.0,314.2084,4743.0
2018-04-26 12:05:00,314.205,314.205,313.68,314.08,9219.0
2018-04-26 12:06:00,314.1801,314.23,313.8954,314.04,5953.0
2018-04-26 12:07:00,314.14,314.15,314.05,314.05,5095.0
2018-04-26 12:08:00,314.05,314.1,313.64,314.0572,5722.0
2018-04-26 12:09:00,314.1182,314.16,313.89,314.0818,11622.0
2018-04-26 12:10:00,314.0952,314.2,313.9,314.2,7434.0
2018-04-26 12:11:00,314.3,314.3,314.07,314.29,3904.0
2018-04-26 12:12:00,314.191,314.29,314.1,314.1,7617.0
2018-04-26 12:13:00,314.111,314.29,313.89,314.29,10655.0
2018-04-26 12:14:00,314.29,314.7,314.23,314.34,10451.0
2018-04-26 12:15:00,314.3038,314.3038,313.8221,313.8221,5913.0
2018-04-26 12:16:00,314.0,314.144,313.87,314.11,13566.0
2018-04-26 12:17:00,314.09,314.09,313.74,313.84,5337.0
2018-04-26 12:18:00,313.81,314.39,313.77,314.35,13569.0
2018-04-26 12:19:00,314.26,314.38,314.01,314.38,9118.0
2018-04-26 12:20:00,314.38,314.791,314.38,314.6,25349.0
2018-04-26 12:21:00,314.6,315.0495,314.51,315.0495,18271.0
2018-04-26 12:22:00,315.05,315.19,314.96,315.19,9890.0
2018-04-26 12:23:00,315.2,315.34,315.07,315.1274,28471.0
2018-04-26 12:24:00,315.1302,315.32,314.9715,315.12,12663.0
2018-04-26 12:25:00,315.18,315.25,315.01,315.25,8715.0
2018-04-26 12:26:00,315.26,315.56,315.1927,315.37,20976.0
2018-04-26 12:27:00,315.31,315.4,315.19,315.2512,4785.0
2018-04-26 12:28:00,315.28,315.305,315.05,315.17,8823.0
2018-04-26 12:29:00,315.17,315.195,314.85,314.85,5810.0
2018-04-26 12:30:00,314.87,315.1399,314.73,314.96,8767.0
2018-04-26 12:31:00,314.95,315.07,314.79,314.885,6883.0
2018-04-26 12:32:00,314.83,314.96,314.7,314.7,8921.0
2018-04-26 12:33:00,314.7325,315.09,314.7,315.0374,9901.0
2018-04-26 12:34:00,315.06,315.4,315.01,315.36,14667.0
2018-04-26 12:35:00,315.275,315.5425,315.18,315.45,13269.0
2018-04-26 12:36:00,315.5,315.68,315.5,315.68,11401.0
2018-04-26 12:37:00,315.5,315.58,315.14,315.2419,14070.0
2018-04-26 12:38:00,315.2798,315.39,315.11,315.29,7541.0
2018-04-26 12:39:00,315.24,315.65,315.24,315.65,4627.0
2018-04-26 12:40:00,315.58,315.7,315.45,315.5025,10866.0
2018-04-26 12:41:00,315.41,315.41,315.1901,315.36,6712.0
2018-04-26 12:42:00,315.48,315.64,315.388,315.63,3192.0
2018-04-26 12:43:00,315.64,315.65,315.24,315.39,4931.0
2018-04-26 12:44:00,315.39,315.45,315.13,315.16,6759.0
2018-04-26 12:45:00,315.1955,315.75,315.16,315.74,10592.0
2018-04-26 12:46:00,315.6784,315.83,315.63,315.715,20564.0
2018-04-26 12:47:00,315.67,315.71,315.48,315.48,10748.0
2018-04-26 12:48:00,315.52,315.52,314.7,314.78,10787.0
2018-04-26 12:49:00,314.725,314.96,314.6,314.882,12603.0
2018-04-26 12:50:00,314.94,315.27,314.87,315.12,6460.0
2018-04-26 12:51:00,315.16,315.25,315.0,315.021,11163.0
2018-04-26 12:52:00,315.02,315.069,314.761,314.9275,9157.0
2018-04-26 12:53:00,315.0,315.1,314.91,315.0251,16418.0
2018-04-26 12:54:00,315.049,315.18,314.97,315.18,2642.0
2018-04-26 12:55:00,315.2,315.3398,315.14,315.17,8924.0
2018-04-26 12:56:00,315.17,315.31,315.16,315.2901,6144.0
2018-04-26 12:57:00,315.26,315.26,315.025,315.13,3377.0
2018-04-26 12:58:00,315.23,315.26,315.01,315.125,7468.0
2018-04-26 12:59:00,315.17,315.2,315.03,315.1,4020.0
2018-04-26 13:00:00,315.1031,315.1092,314.93,314.96,8209.0
2018-04-26 13:01:00,315.05,315.2,315.05,315.185,5560.0
2018-04-26 13:02:00,315.18,315.45,315.1365,315.42,4287.0
2018-04-26 13:03:00,315.45,315.57,315.41,315.51,5460.0
2018-04-26 13:04:00,315.4895,315.61,315.46,315.57,14101.0
2018-04-26 13:05:00,315.5733,315.7552,315.572,315.74,10049.0
2018-04-26 13:06:00,315.65,315.75,315.28,315.38,8350.0
2018-04-26 13:07:00,315.48,315.71,315.42,315.42,8301.0
2018-04-26 13:08:00,315.3946,315.416,315.3946,315.416,390.0
2018-04-26 13:09:00,315.56,315.6736,315.56,315.56,3204.0
2018-04-26 13:10:00,315.7,315.829,315.56,315.829,11582.0
2018-04-26 13:11:00,315.8,315.8191,315.68,315.77,8104.0
2018-04-26 13:12:00,315.85,315.86,315.561,315.6552,5283.0
2018-04-26 13:13:00,315.7,315.8064,315.6051,315.7906,6365.0
2018-04-26 13:14:00,315.86,315.86,315.62,315.78,11564.0
2018-04-26 13:15:00,315.64,315.93,315.64,315.93,9050.0
2018-04-26 13:16:00,315.8902,315.95,315.755,315.76,4620.0
2018-04-26 13:17:00,315.7023,315.7774,315.62,315.7,5620.0
2018-04-26 13:18:00,315.8,316.04,315.77,315.94,13312.0
2018-04-26 13:19:00,315.92,316.09,315.92,315.94,4976.0
2018-04-26 13:20:00,315.9702,316.37,315.95,316.37,14145.0
2018-04-26 13:21:00,316.345,316.48,316.281,316.4452,12752.0
2018-04-26 13:22:00,316.4418,316.451,315.88,315.89,11776.0
